3055299872,16:32:18,,sofianrich,0.00000009,<48,60.2733,-0.00000009
3055299865,16:32:18,,amazing888,0.00000001,<48,48.315,-0.00000001
3055299859,16:32:18,,AlexSC82,0.00000003,>52,55.7423,+0.00000003
3055299854,16:32:18,,nguyentrinh,0.00000512,<48,85.7443,-0.00000512
3055299851,16:32:18,,l206arusl,0.00000024,<48,0.9645,+0.00000024
3055299849,16:32:18,,maibao,0.00000034,<48,72.5781,-0.00000034
3055299836,16:32:18,,madomega,0.4,<48,92.5264,-0.40000000
3055299828,16:32:18,,anaconda96,0.00000002,>52,52.6905,+0.00000002
3055299822,16:32:18,,divan0w,0.000001,<48,54.9268,-0.00000100
3055299820,16:32:18,,Ybwin79,0.00000001,>52,80.151,+0.00000001
3055299815,16:32:18,,knigson,0.25,<48,11.7914,+0.25000000
3055299803,16:32:18,,mor943k,0.000003,>52,85.6116,+0.00000300
3055299796,16:32:18,,appu86,0.00000256,<48,43.7187,+0.00000256
3055299774,16:32:17,,eOneCoolLuck1,0.00000002,<48,71.8323,-0.00000002
3055299768,16:32:17,,sixtyeight,0.00000001,<48,19.5868,+0.00000001
3055299758,16:32:17,,igorgrigorenko,0.00000001,>52,61.4341,+0.00000001
3055299747,16:32:17,,ilufa888,0.00000001,>52,41.3161,-0.00000001
3055299742,16:32:17,,sofianrich,0.00000004,>52,4.3562,-0.00000004
3055299738,16:32:17,,deloest,0.00005,<48,66.2981,-0.00005000
3055299734,16:32:17,,amazing888,0.00000019,>52,92.417,+0.00000019
3055299732,16:32:17,,ngoctrinh8347,0.0000016,>52,59.1676,+0.00000160
3055299729,16:32:17,,l206arusl,0.00000012,<48,88.2557,-0.00000012
3055299721,16:32:17,,grollmeh,0.05,<48,10.667,+0.05000000
3055299946,16:32:19,,kalive2008,0.0000005,<48,54.5997,-0.00000050
3055299936,16:32:19,,grollmeh,0.05,<48,66.8873,-0.05000000
3055299927,16:32:19,,appu86,0.00000001,<48,62.4999,-0.00000001
3055299926,16:32:19,,ngoctrinh8347,0.0000004,<48,89.7129,-0.00000040
3055299922,16:32:19,,igorgrigorenko,0.00000001,<48,69.5279,-0.00000001
3055299914,16:32:19,,kotays12,0.00000001,<48,30.5846,+0.00000001
3055299906,16:32:18,,selpiana,0.00000001,>52,43.1998,-0.00000001
3055299904,16:32:18,,leewk38,0.00000001,>52,66.5875,+0.00000001
3055299889,16:32:18,,ngoctrinh8347,0.0000004,<48,69.5272,-0.00000040
3055299880,16:32:18,,ilufa888,0.00000002,<48,37.2286,+0.00000002
3055299872,16:32:18,,sofianrich,0.00000009,<48,60.2733,-0.00000009
3055299865,16:32:18,,amazing888,0.00000001,<48,48.315,-0.00000001
3055299859,16:32:18,,AlexSC82,0.00000003,>52,55.7423,+0.00000003
3055299854,16:32:18,,nguyentrinh,0.00000512,<48,85.7443,-0.00000512
3055299851,16:32:18,,l206arusl,0.00000024,<48,0.9645,+0.00000024
3055299849,16:32:18,,maibao,0.00000034,<48,72.5781,-0.00000034
3055299836,16:32:18,,madomega,0.4,<48,92.5264,-0.40000000
3055299828,16:32:18,,anaconda96,0.00000002,>52,52.6905,+0.00000002
3055299822,16:32:18,,divan0w,0.000001,<48,54.9268,-0.00000100
3055299820,16:32:18,,Ybwin79,0.00000001,>52,80.151,+0.00000001
3055299815,16:32:18,,knigson,0.25,<48,11.7914,+0.25000000
3055299803,16:32:18,,mor943k,0.000003,>52,85.6116,+0.00000300
3055299796,16:32:18,,appu86,0.00000256,<48,43.7187,+0.00000256
3055300007,16:32:19,,ryabov09,0.00000549,>52,91.8177,+0.00000549
