3055343466,16:38:20,,ilufa888,0.00000001,>52,19.782,-0.00000001
3055343456,16:38:20,,amazing888,0.00000004,<48,90.3494,-0.00000004
3055343454,16:38:20,,divan0w,0.0001,<48,7.3319,+0.00010000
3055343453,16:38:20,,l206arusl,0.00000012,<48,76.612,-0.00000012
3055343443,16:38:20,,kotays12,0.00000001,<48,80.3767,-0.00000001
3055343431,16:38:20,,agungp,0.00000016,>52,84.6394,+0.00000016
3055343417,16:38:20,,sixtyeight,0.00000002,<48,11.4013,+0.00000002
3055343415,16:38:20,,Ybwin79,0.00000004,>52,50.9791,-0.00000004
3055343407,16:38:20,,appu86,0.00000004,<48,49.5642,-0.00000004
3055343395,16:38:19,,anaconda96,0.00000001,<48,6.9053,+0.00000001
3055343394,16:38:19,,greynaremax,0.00000004,<48,87.3285,-0.00000004
3055343390,16:38:19,,sofianrich,0.00000001,>52,5.864,-0.00000001
3055343379,16:38:19,,powwer,0.00000001,>52,31.6321,-0.00000001
3055343370,16:38:19,,eOneCoolLuck1,0.0000001,<48,10.2765,+0.00000010
3055343341,16:38:19,,ilufa888,0.00000001,<48,5.9962,+0.00000001
3055343333,16:38:19,,l206arusl,0.00000012,<48,12.2436,+0.00000012
3055343330,16:38:19,,amazing888,0.00000002,>52,14.162,-0.00000002
3055343321,16:38:19,,mtuv21,0.0000001,<48,88.5176,-0.00000010
3055343319,16:38:19,,nguyentrinh,0.00000256,<48,8.3565,+0.00000256
3055343315,16:38:19,,deloest,0.00005,>52,48.9322,-0.00005000
3055343307,16:38:19,,appu86,0.00000001,<48,80.3941,-0.00000001
3055343302,16:38:19,,kotays12,0.00000002,>52,65.1217,+0.00000002
3055343306,16:38:19,,hjoshi,0.00000111,<48,19.7852,+0.00000111
3055343530,16:38:21,,appu86,0.00000016,<48,73.9185,-0.00000016
3055343528,16:38:20,,nguyentrinh,0.00000016,>52,68.5703,+0.00000016
3055343526,16:38:20,,vrooman,0.00000001,>52,75.2261,+0.00000001
3055343518,16:38:20,,igorgrigorenko,0.00000001,>52,68.8728,+0.00000001
3055343514,16:38:20,,sofianrich,0.00000002,<48,50.2654,-0.00000002
3055343476,16:38:20,,hendihanafi,0.00003,<48,71.107,-0.00003000
3055343474,16:38:20,,kalive2008,0.0000015,<48,79.8961,-0.00000150
3055343473,16:38:20,,mtuv21,0.0000002,<48,23.66,+0.00000020
3055343466,16:38:20,,ilufa888,0.00000001,>52,19.782,-0.00000001
3055343456,16:38:20,,amazing888,0.00000004,<48,90.3494,-0.00000004
3055343454,16:38:20,,divan0w,0.0001,<48,7.3319,+0.00010000
3055343453,16:38:20,,l206arusl,0.00000012,<48,76.612,-0.00000012
3055343443,16:38:20,,kotays12,0.00000001,<48,80.3767,-0.00000001
3055343431,16:38:20,,agungp,0.00000016,>52,84.6394,+0.00000016
3055343417,16:38:20,,sixtyeight,0.00000002,<48,11.4013,+0.00000002
3055343415,16:38:20,,Ybwin79,0.00000004,>52,50.9791,-0.00000004
3055343407,16:38:20,,appu86,0.00000004,<48,49.5642,-0.00000004
3055343395,16:38:19,,anaconda96,0.00000001,<48,6.9053,+0.00000001
3055343394,16:38:19,,greynaremax,0.00000004,<48,87.3285,-0.00000004
3055343390,16:38:19,,sofianrich,0.00000001,>52,5.864,-0.00000001
3055343379,16:38:19,,powwer,0.00000001,>52,31.6321,-0.00000001
3055343370,16:38:19,,eOneCoolLuck1,0.0000001,<48,10.2765,+0.00000010
3055343341,16:38:19,,ilufa888,0.00000001,<48,5.9962,+0.00000001
3055343585,16:38:21,,mtuv21,0.00000005,<48,42.732,+0.00000005
3055343582,16:38:21,,anaconda96,0.00000001,<48,26.9945,+0.00000001
3055343575,16:38:21,,l206arusl,0.00000024,>52,58.4354,+0.00000024
3055343571,16:38:21,,hrnvpc1,0.00000003,>52,17.7697,-0.00000003
3055343565,16:38:21,,ilufa888,0.00000002,<48,38.1661,+0.00000002
3055343557,16:38:21,,amazing888,0.00000009,<48,66.7298,-0.00000009
3055343556,16:38:21,,kotays12,0.00000002,>52,13.7525,-0.00000002
3055343552,16:38:21,,grollmeh,0.2,<48,41.4729,+0.20000000
3055343548,16:38:21,,eOneCoolLuck1,0.0000001,<48,85.3565,-0.00000010
3055343530,16:38:21,,appu86,0.00000016,<48,73.9185,-0.00000016
3055343528,16:38:20,,nguyentrinh,0.00000016,>52,68.5703,+0.00000016
3055343526,16:38:20,,vrooman,0.00000001,>52,75.2261,+0.00000001
3055343518,16:38:20,,igorgrigorenko,0.00000001,>52,68.8728,+0.00000001
3055343514,16:38:20,,sofianrich,0.00000002,<48,50.2654,-0.00000002
3055343476,16:38:20,,hendihanafi,0.00003,<48,71.107,-0.00003000
3055343474,16:38:20,,kalive2008,0.0000015,<48,79.8961,-0.00000150
3055343473,16:38:20,,mtuv21,0.0000002,<48,23.66,+0.00000020
3055343466,16:38:20,,ilufa888,0.00000001,>52,19.782,-0.00000001
3055343456,16:38:20,,amazing888,0.00000004,<48,90.3494,-0.00000004
3055343454,16:38:20,,divan0w,0.0001,<48,7.3319,+0.00010000
3055343453,16:38:20,,l206arusl,0.00000012,<48,76.612,-0.00000012
3055343443,16:38:20,,kotays12,0.00000001,<48,80.3767,-0.00000001
3055343431,16:38:20,,agungp,0.00000016,>52,84.6394,+0.00000016
3055343652,16:38:22,,divan0w,0.0001,<48,21.8314,+0.00010000
3055343649,16:38:22,,knigson,0.1,>52,15.546,-0.10000000
3055343647,16:38:22,,sofianrich,0.00000004,<48,36.3444,+0.00000004
3055343646,16:38:22,,appu86,0.00000064,<48,47.7209,+0.00000064
3055343630,16:38:21,,sixtyeight,0.00000001,<48,96.5307,-0.00000001
3055343627,16:38:21,,Ybwin79,0.00000008,>52,46.1906,-0.00000008
3055343603,16:38:21,,azamat86,0.00000001,<48,16.5167,+0.00000001
3055343600,16:38:21,,powwer,0.00000002,>52,41.5203,-0.00000002
3055343588,16:38:21,,deloest,0.0001,<48,62.6169,-0.00010000
3055343585,16:38:21,,mtuv21,0.00000005,<48,42.732,+0.00000005
3055343582,16:38:21,,anaconda96,0.00000001,<48,26.9945,+0.00000001
3055343575,16:38:21,,l206arusl,0.00000024,>52,58.4354,+0.00000024
3055343571,16:38:21,,hrnvpc1,0.00000003,>52,17.7697,-0.00000003
3055343565,16:38:21,,ilufa888,0.00000002,<48,38.1661,+0.00000002
3055343557,16:38:21,,amazing888,0.00000009,<48,66.7298,-0.00000009
3055343556,16:38:21,,kotays12,0.00000002,>52,13.7525,-0.00000002
3055343552,16:38:21,,grollmeh,0.2,<48,41.4729,+0.20000000
3055343548,16:38:21,,eOneCoolLuck1,0.0000001,<48,85.3565,-0.00000010
3055343530,16:38:21,,appu86,0.00000016,<48,73.9185,-0.00000016
3055343528,16:38:20,,nguyentrinh,0.00000016,>52,68.5703,+0.00000016
3055343526,16:38:20,,vrooman,0.00000001,>52,75.2261,+0.00000001
3055343518,16:38:20,,igorgrigorenko,0.00000001,>52,68.8728,+0.00000001
3055343514,16:38:20,,sofianrich,0.00000002,<48,50.2654,-0.00000002
3055343714,16:38:22,,ilufa888,0.00000001,<48,84.3358,-0.00000001
3055343702,16:38:22,,vrooman,0.00000001,>52,79.4333,+0.00000001
3055343701,16:38:22,,kotays12,0.00000004,<48,65.635,-0.00000004
3055343695,16:38:22,,amazing888,0.00000019,>52,26.4945,-0.00000019
3055343684,16:38:22,,igorgrigorenko,0.00000001,<48,81.4766,-0.00000001
3055343652,16:38:22,,divan0w,0.0001,<48,21.8314,+0.00010000
3055343649,16:38:22,,knigson,0.1,>52,15.546,-0.10000000
3055343647,16:38:22,,sofianrich,0.00000004,<48,36.3444,+0.00000004
3055343646,16:38:22,,appu86,0.00000064,<48,47.7209,+0.00000064
3055343630,16:38:21,,sixtyeight,0.00000001,<48,96.5307,-0.00000001
3055343627,16:38:21,,Ybwin79,0.00000008,>52,46.1906,-0.00000008
3055343603,16:38:21,,azamat86,0.00000001,<48,16.5167,+0.00000001
3055343600,16:38:21,,powwer,0.00000002,>52,41.5203,-0.00000002
3055343588,16:38:21,,deloest,0.0001,<48,62.6169,-0.00010000
3055343585,16:38:21,,mtuv21,0.00000005,<48,42.732,+0.00000005
3055343582,16:38:21,,anaconda96,0.00000001,<48,26.9945,+0.00000001
3055343575,16:38:21,,l206arusl,0.00000024,>52,58.4354,+0.00000024
3055343571,16:38:21,,hrnvpc1,0.00000003,>52,17.7697,-0.00000003
3055343565,16:38:21,,ilufa888,0.00000002,<48,38.1661,+0.00000002
3055343557,16:38:21,,amazing888,0.00000009,<48,66.7298,-0.00000009
3055343556,16:38:21,,kotays12,0.00000002,>52,13.7525,-0.00000002
3055343552,16:38:21,,grollmeh,0.2,<48,41.4729,+0.20000000
3055343548,16:38:21,,eOneCoolLuck1,0.0000001,<48,85.3565,-0.00000010
3055343755,16:38:22,,azamat86,0.00000001,>52,70.1992,+0.00000001
3055343753,16:38:22,,divan0w,0.0001,<48,58.6259,-0.00010000
3055343745,16:38:22,,nguyentrinh,0.00000016,<48,30.7927,+0.00000016
3055343744,16:38:22,,anaconda96,0.00000001,<48,10.1172,+0.00000001
3055343720,16:38:22,,mtuv21,0.00000005,<48,89.6502,-0.00000005
3055343719,16:38:22,,hilman98,0.00000001,>52,46.158,-0.00000001
3055343714,16:38:22,,ilufa888,0.00000001,<48,84.3358,-0.00000001
3055343702,16:38:22,,vrooman,0.00000001,>52,79.4333,+0.00000001
3055343701,16:38:22,,kotays12,0.00000004,<48,65.635,-0.00000004
