3055548504,14:06:21,BTC,fcrypto1,0.000001,>52,16.6946,-0.00000100
3055548503,14:06:21,BTC,sofianrich,0.00000009,>52,38.5622,-0.00000009
3055548501,14:06:21,BTC,AlexSC82,0.00000004,>52,38.8288,-0.00000004
3055548499,14:06:21,BTC,powwer,0.00000024,>52,8.4575,-0.00000024
3055548492,14:06:21,BTC,Ybwin79,0.00000001,<48,29.4639,+0.00000001
3055548484,14:06:21,BTC,ilufa888,0.00000009,<48,87.8494,-0.00000009
3055548471,14:06:21,BTC,amazing888,0.00000001,<48,91.458,-0.00000001
3055548467,14:06:21,BTC,anaconda96,0.00000001,<48,65.5204,-0.00000001
3055548466,14:06:21,BTC,deloest,0.000025,>52,61.3128,+0.00002500
3055548462,14:06:21,BTC,tatianagoryunova,0.00002048,<48,75.747,-0.00002048
3055548445,14:06:21,BTC,grollmeh,0.1,>52,83.3527,+0.10000000
3055548439,14:06:21,BTC,kotays12,0.00000001,<48,26.9584,+0.00000001
3055548426,14:06:21,BTC,igorgrigorenko,0.00000032,<48,3.7665,+0.00000032
3055548405,14:06:21,BTC,l206arusl,0.00000024,>52,88.9787,+0.00000024
3055548397,14:06:21,BTC,nguyentrinh,0.00000016,>52,29.2257,-0.00000016
3055548393,14:06:21,BTC,mtuv21,0.00000005,<48,9.485,+0.00000005
3055548383,14:06:20,BTC,sixtyeight,0.00000001,<48,27.5557,+0.00000001
3055548377,14:06:20,BTC,sofianrich,0.00000004,<48,64.7766,-0.00000004
3055548353,14:06:20,BTC,ilufa888,0.00000004,<48,64.844,-0.00000004
3055548350,14:06:20,BTC,agungp,0.00000001,<48,25.4328,+0.00000001
3055548339,14:06:20,BTC,amazing888,0.00000002,>52,75.8164,+0.00000002
3055548331,14:06:20,BTC,Ybwin79,0.00000002,>52,80.5418,+0.00000002
3055548323,14:06:20,BTC,anaconda96,0.00000002,>52,87.244,+0.00000002
3055548843,17:06:24,,ilufa888,0.00000086,<48,25.6155,+0.00000086
3055548840,17:06:24,,agungp,0.00000002,<48,47.5433,+0.00000002
3055548838,17:06:24,,anaconda96,0.00000004,<48,13.6898,+0.00000004
3055548824,17:06:24,,amazing888,0.00000001,<48,80.2625,-0.00000001
3055548822,17:06:24,,kotays12,0.00000001,<48,78.8685,-0.00000001
3055548504,14:06:21,BTC,fcrypto1,0.000001,>52,16.6946,-0.00000100
3055548503,14:06:21,BTC,sofianrich,0.00000009,>52,38.5622,-0.00000009
3055548501,14:06:21,BTC,AlexSC82,0.00000004,>52,38.8288,-0.00000004
3055548499,14:06:21,BTC,powwer,0.00000024,>52,8.4575,-0.00000024
3055548492,14:06:21,BTC,Ybwin79,0.00000001,<48,29.4639,+0.00000001
3055548484,14:06:21,BTC,ilufa888,0.00000009,<48,87.8494,-0.00000009
3055548471,14:06:21,BTC,amazing888,0.00000001,<48,91.458,-0.00000001
3055548467,14:06:21,BTC,anaconda96,0.00000001,<48,65.5204,-0.00000001
3055548466,14:06:21,BTC,deloest,0.000025,>52,61.3128,+0.00002500
3055548462,14:06:21,BTC,tatianagoryunova,0.00002048,<48,75.747,-0.00002048
3055548445,14:06:21,BTC,grollmeh,0.1,>52,83.3527,+0.10000000
3055548439,14:06:21,BTC,kotays12,0.00000001,<48,26.9584,+0.00000001
3055548426,14:06:21,BTC,igorgrigorenko,0.00000032,<48,3.7665,+0.00000032
3055548405,14:06:21,BTC,l206arusl,0.00000024,>52,88.9787,+0.00000024
3055548397,14:06:21,BTC,nguyentrinh,0.00000016,>52,29.2257,-0.00000016
3055548393,14:06:21,BTC,mtuv21,0.00000005,<48,9.485,+0.00000005
3055548383,14:06:20,BTC,sixtyeight,0.00000001,<48,27.5557,+0.00000001
3055548377,14:06:20,BTC,sofianrich,0.00000004,<48,64.7766,-0.00000004
3055548903,17:06:25,,l206arusl,0.00000012,<48,87.5765,-0.00000012
3055548882,17:06:25,,sofianrich,0.00000086,<48,96.66,-0.00000086
3055548877,17:06:25,,mtuv21,0.0000004,<48,1.6831,+0.00000040
3055548858,17:06:24,,AlexSC82,0.00000001,>52,83.3447,+0.00000001
3055548852,17:06:24,,igorgrigorenko,0.00000002,>52,53.2292,+0.00000002
3055548843,17:06:24,,ilufa888,0.00000086,<48,25.6155,+0.00000086
3055548840,17:06:24,,agungp,0.00000002,<48,47.5433,+0.00000002
3055548838,17:06:24,,anaconda96,0.00000004,<48,13.6898,+0.00000004
3055548824,17:06:24,,amazing888,0.00000001,<48,80.2625,-0.00000001
3055548822,17:06:24,,kotays12,0.00000001,<48,78.8685,-0.00000001
3055548504,14:06:21,BTC,fcrypto1,0.000001,>52,16.6946,-0.00000100
3055548503,14:06:21,BTC,sofianrich,0.00000009,>52,38.5622,-0.00000009
3055548501,14:06:21,BTC,AlexSC82,0.00000004,>52,38.8288,-0.00000004
3055548499,14:06:21,BTC,powwer,0.00000024,>52,8.4575,-0.00000024
3055548492,14:06:21,BTC,Ybwin79,0.00000001,<48,29.4639,+0.00000001
3055548484,14:06:21,BTC,ilufa888,0.00000009,<48,87.8494,-0.00000009
3055548471,14:06:21,BTC,amazing888,0.00000001,<48,91.458,-0.00000001
3055548467,14:06:21,BTC,anaconda96,0.00000001,<48,65.5204,-0.00000001
3055548466,14:06:21,BTC,deloest,0.000025,>52,61.3128,+0.00002500
3055548462,14:06:21,BTC,tatianagoryunova,0.00002048,<48,75.747,-0.00002048
3055548445,14:06:21,BTC,grollmeh,0.1,>52,83.3527,+0.10000000
3055548439,14:06:21,BTC,kotays12,0.00000001,<48,26.9584,+0.00000001
3055548426,14:06:21,BTC,igorgrigorenko,0.00000032,<48,3.7665,+0.00000032
3055548961,17:06:25,,powwer,0.0000012,>52,8.9365,-0.00000120
3055548955,17:06:25,,kotays12,0.00000002,>52,78.1422,+0.00000002
3055548953,17:06:25,,ilufa888,0.00000001,<48,78.4467,-0.00000001
3055548927,17:06:25,,tatianagoryunova,0.00002048,>52,29.8444,-0.00002048
3055548903,17:06:25,,l206arusl,0.00000012,<48,87.5765,-0.00000012
3055548882,17:06:25,,sofianrich,0.00000086,<48,96.66,-0.00000086
3055548877,17:06:25,,mtuv21,0.0000004,<48,1.6831,+0.00000040
